combat,durability,intelligence,name,power,speed,strength,base,id,occupation,relatives,aliases,alignment,alter-egos,full-name,publisher
48,32,63,Flash IV,100,100,10,"Los Angeles, California (previously Manchester, Alabama, briefly Denver, Colorado, then Keystone City, Kansas)",267,Police trainee,"Barry Allen (Flash II, grandfather), Iris West Allen (grandmother), Don Allen (father), Meloni Thawne (mother), President Thawne (grandfather), Dawn Allen (aunt), Jenni Ognats (cousin), Thaddeus Thawne (clone), Owen Mercer (half-brother), Max Crandall (guardian)","['Impulse', 'Kid Flash II']",good,"Impulse, Kid Flash II",Bartholomew Allen II,Impulse
48,28,63,Forge,25,12,10,"Arlington, Virginia",268,"Inventor working for the U.S. government, former soldier",-,"['The Maker', 'Cheyenne']",good,No alter egos found.,,Marvel Comics
50,60,63,Franklin Richards,100,50,80,"Baxter Building, New York, New York (formerly) Four Freedoms Plaza; Pier 4; Massachusetts Academy",269,Student,"Reed Richards (Mister Fantastic, father), Susan Storm Richards (Invisible Woman, mother), Valeria Richards (sister), Jonathan Storm (Human Torch, uncle), Nathaniel Richards (paternal grandfather), Franklin Storm (maternal grandfather, deceased), Evelyn Richards, Mary Storm (grandmothers (paternal and maternal respectively), deceased), Benjamin J. Grimm (Thing, godfather), Alicia Masters (godmother).","['Franklin Benjamin', 'Tattletale', 'Psi-Lord', 'Ego-Spawn', 'Avatar']",good,No alter egos found.,Franklin  Richards,Marvel Comics
10,1,38,Franklin Storm,0,1,10,Inapplicable,270,Surgeon,"Mary Storm (wife, deceased), Susan Storm Richards (Invisible Woman, daughter), Jonathan Storm (Human Torch, son), Franklin Richards (grandson), Reed Richards (Mister Fantastic, son-in-law)",['Franklin Storm was erroneously believed to be the first Invincible Man'],good,No alter egos found.,Dr. Franklin Storm,Marvel Comics
52,100,63,Frenzy,38,35,53,Mobile; formerly Avalon in Earth orbit; Genosha; California,271,Mercenary,-,['-'],bad,No alter egos found.,Joanna Cargill,Marvel Comics
null,null,null,Frigga,null,null,null,Asgard,272,"Queen of Asgard, goddess of marriage","Odin (husband), Loki, Thor (foster sons)",['Fricka'],good,No alter egos found.,Frigga,Marvel Comics
50,100,100,Galactus,100,83,100,Worldship (aka Taa II); though he is generally mobile throughout the universe via his spherical starship in search of suitable planets to consume.,273,"Planet Devourer, Third Force of the Universe - balance between Eternity and Death, Nullifying Abraxas' Influence on the Multiverse, Third Face of the Living Tribunal - representing Equity","Galan (""father""), Galacta (daughter)","['Maker', 'Devourer of Worlds', 'Eater-of-Worlds', 'Ravager of Worlds']",neutral,No alter egos found.,Galan,Marvel Comics
84,28,63,Gambit,55,23,10,"(current) Xavier Institute, Salem Center, Westchester County, New York; (former) New Orleans, Louisiana; Paris, France; Cairo, Illinois;",274,"Jean Grey School for Higher Learning, Salem Center, Westchester County, New York; formerly Utopia, San Francisco Bay, California; Xavier Institute, Salem Center, Westchester County, New York; New Orleans; Paris; Cairo; Illinois","Jean-Luc LeBeau (father), Belladonna (aka Bella Donna Boudreaux) (wife, separated)","['Death', 'Le Diable Blanc', 'formerly Robert Lord', 'Cajun']",good,No alter egos found.,Remy Etienne LeBeau,Marvel Comics
100,85,75,Gamora,53,42,85,"C.I.T.T.; formerly Godthab Omega, Monster Island, Sanctuary II and the pocket-dimension within the Soul Gem; Earth-7528",275,"Assassin, mercenary, adventurer","Thanos (foster father), Thane (foster brother), Unnamed former Symbiote","['The Deadliest Woman In The Universe', 'The Most Dangerous Woman in the Galaxy']",good,No alter egos found.,Gamora Zen Whoberi Ben Titan,Marvel Comics
null,null,null,Garbage Man,null,null,82,-,276,-,-,['Richard Morse'],good,No alter egos found.,Richard Ethan Morse,DC Comics
10,10,63,Gary Bell,54,8,5,-,277,-,-,['-'],good,No alter egos found.,Gary Bell,SyFy
95,100,94,General Zod,100,96,100,Formerly Krypton; formerly the Phantom Zone; currently Earth,278,-,Ursa (mate\/wife); Lor-Zod (son); Admiral Zod (possible ancestor),['Dru-Zod (possible first name)'],bad,No alter egos found.,Dru-Zod,DC Comics
null,null,null,Genesis,null,null,68,-,279,"Former would-be world conqueror, arms dealer, soldier, freedom fighter","Nathan Christopher Summers (Cable, adopted father), Aliya Jenskot (mother, deceased), Stryfe (cloned uncle, deceased), Rachel Summers (Marvel Girl, alternate timeline aunt), Scott Summers (Cyclops, grandfather), Madelyne Pryor-Summers (grandmother, deceased), Alexander Summers (Havok, great-uncle), Gabriel Summers (Vulcan, great-uncle), Christopher Summers (Corsair, great-grandfather), Katherine Anne Summers (great-grandmother, deceased), Philip Summers (great-great-grandfather), Deborah Summers (great-great-grandmother)",['Tolliver'],good,No alter egos found.,Tyler Dayspring,Marvel Comics
60,100,50,Ghost Rider,100,25,55,"Mobile, Quentin Carnival",280,Former stunt motorcyclist,"Barton (father, deceased), Clara (mother, deceased), Craig ""Crash"" Simpson (stepfather, deceased), Mona Simpson (stepmother, deceased), Roxanne Simpson (wife)",['-'],good,No alter egos found.,Johnny Blaze,Marvel Comics
null,null,null,Ghost Rider II,null,null,70,-,281,-,"Barbara Ketch (sister, deceased) Ghost Rider (Johnny Blaze) (brother), Jennifer Kale (distant cousin)  Noble Kale and Naomi Kale (ancestors)",['-'],good,No alter egos found.,Daniel Ketch,Marvel Comics
null,null,null,Giant-Man,null,null,78,-,282,-,-,['-'],good,"Ant-Man, Goliath, Wasp II, Yellowjacket",Hank Pym,Ant-Man
null,null,null,Giant-Man II,null,null,null,-,283,-,-,['-'],good,No alter egos found.,,Marvel Comics
42,85,81,Giganta,32,23,89,Ivy Town,284,"Criminal, former Scientist, Professor at Ivy University",-,['-'],bad,No alter egos found.,Doris Zuel,DC Comics
70,100,50,Gladiator,77,100,100,"Chandilar, Shi'ar Galaxy; mobile throughout the Shi'ar Empire and surrounding galaxies.",285,Majestor of the Shi'ar Empire; Former Praetor of the Imperial Guard; possibly former Herald of Galactus,"Kubark (Kid Gladiator) (son), Xenith (The Strontian) (cousin)","['Majestor', 'Praetor', 'Captain Universe']",neutral,No alter egos found.,Kallark,Marvel Comics
56,28,75,Goblin Queen,65,23,10,"Mobile; formerly Anchorage, Alaska; Reaver Base, Australian Outback, Australia; Empire State Building, New York, New York",286,-,"Mister Sinister (creator), Jean Grey (Phoenix, genetic template), Scott Summers (Cyclops, husband), Nathan Christopher Summers (Cable, son), Christopher Summers (Corsair, father-in-law), Alex Summers (Havok, brother-in-law)","['Anodyne', 'Maddie', 'Lyne', 'Red', 'Madelyne Pryor-Summers']",bad,No alter egos found.,Madelyne Jennifer Pryor,Marvel Comics
20,100,44,Godzilla,100,54,100,-,287,-,-,"['Legendary Godzilla', 'King of the Monsters', 'Gigantis', 'Monster Zero-One', 'God of Destruction', 'Alpha Predator']",bad,No alter egos found.,Gojira,
56,72,50,Gog,39,47,34,-,288,-,"Seth (creator), Magog (""brother"")","['Nephut-Sha', 'Hassan Kareem']",bad,No alter egos found.,,DC Comics
100,90,56,Goku,100,75,100,-,289,-,-,"['Ultimate Defender', 'Sayain Monkey', 'Super Sayain', 'Z-Fighter', 'Son-Goku', 'Lower-Class Sayain', 'Goku Son']",good,No alter egos found.,Kakarot,Shueisha
null,null,null,Goliath,null,null,null,-,290,-,-,['-'],good,"Atlas, Power Man, Smuggler",Erik Josten,Atlas
null,null,null,Goliath,null,null,null,-,290,-,-,['-'],good,"Atlas, Power Man, Smuggler",Erik Josten,Atlas
null,null,null,Goliath,null,null,null,-,290,-,-,['-'],good,"Atlas, Power Man, Smuggler",Erik Josten,Atlas
null,null,null,Goliath,null,null,null,-,291,-,-,['-'],good,"Hawkeye, Ronin",Clint Barton,Hawkeye
null,null,null,Goliath,null,null,null,-,291,-,-,['-'],good,"Hawkeye, Ronin",Clint Barton,Hawkeye
null,null,null,Goliath,null,null,null,-,291,-,-,['-'],good,"Hawkeye, Ronin",Clint Barton,Hawkeye
null,null,null,Goliath,null,null,null,-,292,-,-,['Hank Pym'],good,"Ant-Man, Giant-Man, Wasp II, Yellowjacket",Hank Pym,Ant-Man
null,null,null,Goliath,null,null,null,-,292,-,-,['Hank Pym'],good,"Ant-Man, Giant-Man, Wasp II, Yellowjacket",Hank Pym,Ant-Man
null,null,null,Goliath,null,null,null,-,292,-,-,['Hank Pym'],good,"Ant-Man, Giant-Man, Wasp II, Yellowjacket",Hank Pym,Ant-Man
null,null,null,Goliath IV,null,null,null,-,293,"Biochemist, inventor, research scientist, adventurer; (formerly) circus performer, soldier",Claire Temple (ex-wife),"['Giant-Man', 'Black Goliath']",good,No alter egos found.,William Barrett Foster,Marvel Comics
65,70,81,Gorilla Grodd,100,33,53,"Gorilla City, Africa",294,-,"Boka (wife, separated), Gorbzil Mammit (son), Sam Simeon (grandson)","['William Dawson', 'King Grodd', 'Gorilla Grodd', 'Grodd-Son']",bad,No alter egos found.,Grodd,DC Comics
null,null,null,Granny Goodness,null,null,96,-,295,-,-,['Athena'],bad,No alter egos found.,,DC Comics
30,40,50,Gravity,69,33,32,New York City,296,Student,"Richard Willis (father), Mary Willis (mother)",['Protector of the Universe'],good,No alter egos found.,Greg Willis,Marvel Comics
40,15,38,Greedo,31,13,10,-,297,Bounty Hunter,-,['-'],bad,No alter egos found.,Greedo,George Lucas
90,28,81,Green Arrow,39,35,12,"Star City, California; Formerly Seattle, Washington",298,Professional Crime-fighter; Multi-Billionaire,"Conner Hawke (son); Robert (son); Cissie King (possible daughter); Roy Harper - Red Arrow (adoptive son); Dinah Laurel Lance (wife); Dinah Drake Lance (mother-in-law, deceased); Larry Lance (father-in-law, deceased)","['The Emerald Archer', 'Battling Bowman']",good,No alter egos found.,Oliver Queen,DC Comics
50,60,100,Green Goblin,48,38,48,"H.A.M.M.E.R. base; formerly Avengers Tower, New York City, New York",299,"Professional criminal, owner and president of Osborn Industries","Alton Osborn, Sr. (paternal great-grandfather, deceased);Alton Osborn, Jr. (paternal grandfather, deceased);Amberson Osborn (father, deceased);Emily Osborn (wife, deceased);Gabriel Stacy (son);Sarah Stacy (daughter);Harry Osborn (Green Goblin II, son);Liz Allan (ex-daughter-in-law);Normie Osborn (grandson);Stanley Osborn (grandson);","['Normie', 'Green Goblin', 'Goblin Lord', 'Overlord', 'the Goblin', '""Gobby""', 'Scrier', 'Commander Osborn', 'Director Osborn', 'Iron Patriot']",bad,No alter egos found.,Norman Osborn,Marvel Comics
26,50,75,Green Goblin II,44,37,55,Formerly New York City,300,-,"Liz Allen-Osborn (Wife,) Norman III (son,)Norman Osborn II - Green Goblin (father)",['-'],bad,No alter egos found.,Harold Osborn,Marvel Comics
null,null,null,Green Goblin III,null,null,null,-,301,Psychiatrist,-,['-'],good,No alter egos found.,Barton Hamilton,Marvel Comics
null,null,null,Green Goblin IV,null,null,null,-,302,"College student, former vigilante, intern at Daily Bugle","Arnold Urich (father), Mindy Urich (mother), Kenneth Urich (brother), Ben Urich (uncle), Doris Urich (aunt)",['-'],good,No alter egos found.,Phillip Benjamin Urich,Marvel Comics
64,70,75,Groot,100,33,85,Area 13 (the Howling Commandos' base),303,-,-,"['The Monster from Planet X; His Divine Majesty King Groot the 23rd', 'Monarch of Planet X', 'custodian of the branch worlds', 'ruler of all the shades', 'Flora colossus Information-silk']",good,No alter egos found.,Groot,Marvel Comics
null,null,null,Guardian,null,null,45,"Ottawa, Canada",304,"Engineer, government agent, adventurer","Vindicator II (Heather Hudson), wife","['Weapon Alpha', 'Antiguard', 'Vindicator', 'Mac', 'Jimmy']",good,No alter egos found.,James Hudson,Marvel Comics
64,64,38,Guy Gardner,100,53,90,Formerly New York City; currently Oa,305,Former High School gym teacher; former bar owner; currently Honor guard of the Green Lantern Corps,-,"['Green Lantern', 'Red Lantern', 'Warrior']",good,No alter egos found.,Guy Gardner,DC Comics
70,80,69,Hal Jordan,100,75,90,-,306,"Adventurer, Air Force Test Pilot","Martin H. ""Marty"" Jordan (father, deceased), Jessica Jordan (mother, deceased), Jim Jordan (younger brother), Jack Jordan (older brother, deceased), Jan Jordan (sister-in-law, deceased), Helen Jordan (neice), Larry Jordan (Air Wave I - cousin, deceased), Hal Jordan (Air Wave II - cousin)","['Parallax', 'Spectre', 'Green Lantern']",good,No alter egos found.,Hal Jordan,DC Comics
60,20,50,Han Solo,43,17,10,-,307,-,-,['-'],good,No alter egos found.,Han Solo,George Lucas
50,100,63,Hancock,100,67,90,-,308,-,-,['-'],good,No alter egos found.,John Hancock,Sony Pictures
80,65,88,Harley Quinn,55,33,12,Gotham City,309,Psychiatrist,"Barry Quinzel (brother), Sharon Quinzel (mother), Nick Quinzel (father), Jenny Quinzel (niece), Nicky Quinzel (nephew)","['Harleen Quinzel', 'Harl', 'Cupid of Crime', 'Jane Wisakedjak', 'Elise Archer', 'Pumpkin Pooh']",bad,No alter egos found.,Harley Quinn,DC Comics
50,10,75,Harry Potter,100,21,7,-,310,Head of the Department of Magical Law Enforcement[,-,"['Triwizard Champion', 'Seeker', 'Quidditch Captain', ""Leader of Dumbledore's Army"", 'Master of Death']",good,No alter egos found.,Harry James Potter,J. K. Rowling
45,60,63,Havok,71,25,10,"Alexandria, Virginia",311,"Currently Adventurer, formerly Graduate student in geophysics","Oscar Summers (adoptive paternal distant ancestor, deceased), Daniel Summers (paternal distant ancestor, deceased), Amanda Mueller (Black Womb) (paternal distant ancestor), unnamed paternal great-grandfather, deceased, Gloria Dayne (Fontanelle) (paternal distant ancestor), Philip Summers (paternal grandfather), Deborah Summers (paternal grandmother), Christopher Summers (Corsair) (father, deceased), Katherine Summers (mother, deceased), Andrew Blanding (adoptive father), Joanna Blanding (adoptive mother), Scott Summers (Cyclops) (brother), Gabriel Summers (Vulcan) (brother, deceased), Ahmet Abdol (Living Monolith) (""brother"" via X-Gene transfer), Haley Blanding (adoptive sister), Todd Blanding (adoptive brother, deceased), Madelyne Pryor-Summers (Red Queen) (sister-in-law\/clone of second sister-in-law, deceased), Jean Grey-Summers (Phoenix) (sister-in-law, deceased), Cal'syee Neramani (Deathbird) (sister-in-law), Nathan Summers (Cable) (nephew), Adam Neramani (X-Treme) (nephew, alleged half-brother), Aliya Dayspring (Jenskot) (niece, deceased), Hope Summers (niece, deceased), Madelyne Pryor (Earth-1298) (Marvel Woman) (alternate reality wife), Scott Summers (Earth-1298) (alternate reality son), Rachel Grey (Marvel Girl) (alternate reality niece), Rachel Summers (Mother Askani) (alternate reality niece, deceased), Nathaniel Grey (X-Man) (alternate reality nephew), Stryfe (nephew's clone, deceased), Tyler Dayspring (Genesis) (great-nephew, deceased), Hope Summers (adoptive great-niece), Janet van Dyne (Wasp) (wife), Katie Summers (daughter)","['Mutant X', 'Goblin Prince']",good,No alter egos found.,Alexander Summers,Marvel Comics
42,95,38,Hawk,43,35,38,-,312,-,"Don Hall (brother, deceased), Irwin Hall (father), Rae Penfield (mother), James Penfield (uncle)","['Monarch', 'Extant']",good,No alter egos found.,Henry Hall,DC Comics
80,10,56,Hawkeye,29,21,12,-,313,Adventurer,"Harold Barton (father, deceased), Edith Barton (mother, deceased), Bernard Barton (brother, deceased), Barbara Morse (wife, deceased)","['Ronin', 'Goliath', 'Golden Archer', 'the Marksman', 'Father Time', 'Longbow']",good,"Goliath, Ronin",Clint Barton,Goliath
50,10,50,Hawkeye II,24,8,6,"Bishop Publishing, New York City, New York",314,Student; Adventurer; Fugitive,"Derek Bishop (father); Eleanor Bishop (mother, deceased); Susan Bishop (sister);",['Kate Bishop'],good,No alter egos found.,Katherine Elizabeth Bishop,Marvel Comics
72,99,50,Hawkgirl,96,53,28,"St. Roch, Louisiana, JLA Watchtower; formerly Manhattan, New York (as a member of the JSA)",315,"Adventurer, Film School Student, Temp Curator of the Stonechat Museum","Michael Saunders (father, deceased); Trina Saunders (mother, deceased); Cyril ""Speed"" Saunders (grandfather); Mia Saunders (daughter); Shiera Hall (Hawkgirl, great-aunt, deceased); Carter Hall (Hawkman, great-uncle); Hector Hall (Dr. Fate, 2nd cousin); Northwind (cousin through adoption); Hippolyta Hall (Fury, cousin through marriage); Sandman (Daniel Hall, 3rd cousin), Death, Destiny, Destruction, Delirium, Desire (3rd cousins)","['Chay-Ara; Sheila Carr; Lady Celia Penbrook', 'Kate Manser; Shiera Sanders']",good,No alter egos found.,Kendra Saunders,DC Comics
null,null,null,Hawkman,null,null,66,-,316,Adventurer,"Shiera Sanders Hall (wife, deceased; soul currently inhabiting the body of Kendra Saunders), Hector Hall (son, deceased), Daniel Hall (grandson), Lyta Trevor Hall (daughter-in-law, deceased)",['-'],good,No alter egos found.,Carter Hall,DC Comics
null,null,null,Hawkwoman,null,null,96,"Midway City, Michigan; Justice League Satellite I",317,-,-,"['Shayera Hall', 'Hawkgirl']",good,No alter egos found.,Shayera Hol,DC Comics
null,null,null,Hawkwoman II,null,null,null,-,318,-,-,['-'],good,No alter egos found.,Sharon Parker,DC Comics
null,null,null,Hawkwoman III,null,null,92,Detroit; Thanagar,319,Police Officer,-,['-'],good,No alter egos found.,Shayera Thal,DC Comics
30,45,38,Heat Wave,27,17,10,Central City,320,Professional Criminal,-,['Rory Calhoun'],bad,No alter egos found.,Mick Rory,DC Comics
45,100,63,Hela,100,46,100,-,321,"Asgardian Goddess of Death, former Ruler of Hel and Niffleheim","Loki (father), Thor (Uncle)",['Goddess of Death'],bad,No alter egos found.,,Marvel Comics
75,95,63,Hellboy,73,21,53,-,322,-,"Catherine Tanner-Tremaine (mother, deceased), two unnamed maternal half-siblings (deceased), Professor Trevor Bruttenholm (foster father)","['World Destroyer', 'The Great Beast']",good,No alter egos found.,Anung Un Rama,Dark Horse Comics
